Name,Summary,Announced Date,Organization Name,Funding Round
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Feb10,2022",Panda Cloud,Seed Round-Panda Cloud
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Dec1,2021",Talewind,Seed Round-Talewind
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Jul12,2021",Sugar,Seed Round-Sugar
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Jul1,2021",Beam One-Click Checkout,Pre Seed Round-Beam One-Click Checkout
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"May26,2021",Subject,Seed Round-Subject
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"May13,2021",DeepScribe,Seed Round-DeepScribe
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Apr20,2021",Rundoo,Convertible Note-Rundoo
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Feb2,2021",Expectful,Seed Round-Expectful
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Dec20,2020",Lolly,Seed Round-Lolly
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"0ct28,2020",The Naked Market,Seed Round-The Naked Market
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"May1,2020",BUBBLE,Pre Seed Round-BUBBLE
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Mar3,2020",Obviously Al,Pre Seed Round-Obviously Al
"Sequoia Capital Fund, L.P.",Sequoia Capital closed on a $180 million fund in 2018 called Sequoia Scout III thatÕs focused exclusively on seed-stage opportunities.,"Jun21,2018",Inline Digital,Pre Seed Round -Inline Digital
Strauss Capital LLC,"Strauss Capital Partners is an investment banking firm that offers mergers, acquisitions, and recapitalization advisory services.","May4,2022",Twitter,Post-IPO Equity Twitter
Tresser Blvd 402 LLC (Cartenna),,"May4,2022",Twitter,Post-IPO Equity-Twitter
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"May4,2022",Twitter,Post-IPO Equity-Twitter
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Apr20,2022",The Boring Company,Series C-The Boring Company
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Mar1,2022",Counterpart,Series B-Counterpart
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Jan1,2022",Casa Bravo,Seed Round-Casa Bravo
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Noy16,2021",Upgrade,Series F-Upgrade
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Aug18,2021",MobileCoin,Series B-MobileCoin
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Jul30,2021",Neuralink,Series C-Neuralink
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Jul15,2021",Inshorts,Venture Round -Inshorts
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"May25,2021",Evertas,Seed Round-Evertas
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Apr27,2021",Urban Company,Series F-Urban Company
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Mar24,2021",Blockchain.com,Series C-Blockchain.com
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Mar17,2021",Coalition,Series D-Coalition
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Aug25,2020",Urban Company,Secondary Market-Urban Company
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Ju15,2020",Evertas,Seed Round-Evertas
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Jun17,2020",Upgrade,Series D-Upgrade
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"May20,2020",Coalition,Series C-Coalition
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Apr18,2020",ITILITE,Series B-ITILITE
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Mar14,2020",Shop101,Series C-Shop101
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Feb8,2020",Reddit,Series E-Reddit
VyCapital ,Vy Capital is an investment firm that focuses on the internet and software industry.,"Aug2,2019",Urban Company,Series E-Urban Company
Witkoff Capital,WITKOFF is a global real estate development and investment firm.,"May4,2022",Twitter,Post-IPO Equity-Twitter
Witkoff Capital,WITKOFF is a global real estate development and investment firm.,"Feb4,2021",Built Technologies,Series C-Built Technologies
HRH Prince Alwaleed Bin Talal Bin Abdulaziz Alsaud (Kingdom),"Prince Alwaleed Bin Talal Bin Abdul Aziz Al Saud formed Kingdom Holding Company in 1980, and the firm is today one of the largest and most diversified private investment companies in the world, with holdings in a large number of Middle Eastern and international firms.","May4,2022",Twitter,Post-IPO Equity-Twitter
HRH Prince Alwaleed Bin Talal Bin Abdulaziz Alsaud (Kingdom),"Prince Alwaleed Bin Talal Bin Abdul Aziz Al Saud formed Kingdom Holding Company in 1980, and the firm is today one of the largest and most diversified private investment companies in the world, with holdings in a large number of Middle Eastern and international firms.","Aug7,2018",Snap,Post-IPO Equity-Snap
HRH Prince Alwaleed Bin Talal Bin Abdulaziz Alsaud (Kingdom),"Prince Alwaleed Bin Talal Bin Abdul Aziz Al Saud formed Kingdom Holding Company in 1980, and the firm is today one of the largest and most diversified private investment companies in the world, with holdings in a large number of Middle Eastern and international firms.","Feb1,2013",JD.com,Series D-JD
